29.50,-29.50,9999.000,9999.000
30.00,-29.50,9999.000,9999.000
30.50,-29.50,9999.000,9999.000
31.50,-29.50,9999.000,9999.000
32.50,-29.50,9999.000,-146.190
33.50,-29.50,9999.000,-69.564
34.50,-29.50,9999.000,-9.518
35.50,-29.50,9999.000,27.000
36.50,-29.50,9999.000,56.830
37.50,-29.50,9999.000,22.268
38.50,-29.50,9999.000,25.600
39.50,-29.50,9999.000,31.024
40.50,-29.50,9999.000,-18.237
41.50,-29.50,9999.000,-25.493
42.50,-29.50,9999.000,-0.860
43.50,-29.50,9999.000,42.987
44.50,-29.50,9999.000,9999.000
45.50,-29.50,9999.000,9999.000
46.50,-29.50,9999.000,9999.000
47.50,-29.50,9999.000,9999.000
48.50,-29.50,9999.000,9999.000
49.50,-29.50,9999.000,9999.000
50.50,-29.50,9999.000,9999.000
51.50,-29.50,9999.000,9999.000
52.50,-29.50,9999.000,9999.000
53.50,-29.50,9999.000,9999.000
54.50,-29.50,9999.000,9999.000
55.50,-29.50,9999.000,-11.348
56.50,-29.50,9999.000,-9.908
57.50,-29.50,9999.000,-29.780
58.50,-29.50,9999.000,-1.991
59.50,-29.50,9999.000,-0.305
60.50,-29.50,9999.000,29.240
61.50,-29.50,9999.000,9999.000
62.50,-29.50,9999.000,9999.000
63.50,-29.50,9999.000,9999.000
64.50,-29.50,9999.000,9999.000
65.50,-29.50,9999.000,9999.000
66.50,-29.50,9999.000,-15.020
67.50,-29.50,9999.000,22.371
68.50,-29.50,9999.000,8.604
69.50,-29.50,9999.000,-13.531
70.50,-29.50,9999.000,-0.593
71.50,-29.50,9999.000,-11.681
72.50,-29.50,9999.000,-3.515
73.50,-29.50,9999.000,-33.377
74.50,-29.50,9999.000,-40.336
75.50,-29.50,9999.000,29.532
76.50,-29.50,9999.000,32.039
77.50,-29.50,9999.000,3.480
78.50,-29.50,9999.000,-32.386
79.50,-29.50,9999.000,-42.962
80.50,-29.50,9999.000,-1.588
